home_game_id,home_season,home_week,home_game_date,home_team_name,home_opponent,home_points_scored,home_points_allowed,home_close_game_epa_per_play,home_close_game_def_epa_per_play,home_conference,home_sp_rating,home_close_game_def_play_count,home_close_game_play_count,home_game_script,home_game_script_avg_margin,home_tier,home_home_team,home_away_team,home_side,home_conference_game_number,home_conference_game_bucket,away_game_id,away_season,away_week,away_game_date,away_team_name,away_opponent,away_points_scored,away_points_allowed,away_close_game_epa_per_play,away_close_game_def_epa_per_play,away_conference,away_sp_rating,away_close_game_def_play_count,away_close_game_play_count,away_game_script,away_game_script_avg_margin,away_tier,away_home_team,away_away_team,away_side,away_conference_game_number,away_conference_game_bucket,game_id,season,week,game_date,home_team,away_team,point_differential,total_points,close_game_epa_delta,close_game_def_epa_delta,sp_rating_delta,tier_matchup,analysis_tier,trajectory_bucket,close_game_def_play_count_delta,close_game_def_play_count_abs_delta,close_game_def_play_count_sum,close_game_play_count_delta,close_game_play_count_abs_delta,close_game_play_count_sum,game_script_avg_margin_delta,game_script_avg_margin_abs_delta,game_script_avg_margin_sum,game_script_matchup,game_script_same
401643751,2024,11,2024-11-10,Air Force,Fresno State,36.0,28.0,0.2170408372093023,0.3841180540540541,Mountain West,-11.7,37.0,86.0,competitive,0.2894736842105263,G5,Air Force,Fresno State,home,5,conf_games_5_8,401643751,2024,11,2024-11-10,Fresno State,Air Force,28.0,36.0,0.3841180540540541,0.2170408372093023,Mountain West,-3.8,86.0,37.0,competitive,-5.137931034482759,G5,Air Force,Fresno State,away,6,conf_games_5_8,401643751,2024,11,2024-11-10,Air Force,Fresno State,8.0,64.0,-0.16707721684475177,0.16707721684475177,-7.8999999999999995,G5_vs_G5,G5,conf_games_5_8,-49.0,49.0,123.0,49.0,49.0,123.0,5.4274047186932854,5.4274047186932854,-4.848457350272232,competitive_vs_competitive,1
401416609,2022,5,2022-10-01,Akron,Bowling Green,28.0,31.0,-0.05217992857142857,0.18875705405405405,Mid-American,-23.4,37.0,42.0,competitive,-1.7647058823529411,G5,Akron,Bowling Green,home,1,conf_game_1,401416609,2022,5,2022-10-01,Bowling Green,Akron,31.0,28.0,0.18875705405405405,-0.05217992857142857,Mid-American,-18.1,42.0,37.0,competitive,3.18,G5,Akron,Bowling Green,away,1,conf_game_1,401416609,2022,5,2022-10-01,Akron,Bowling Green,-3.0,59.0,-0.24093698262548263,0.24093698262548263,-5.299999999999997,G5_vs_G5,G5,conf_game_1,-5.0,5.0,79.0,5.0,5.0,79.0,-4.944705882352942,4.944705882352942,1.415294117647059,competitive_vs_competitive,1
401416619,2022,7,2022-10-15,Akron,Central Michigan,21.0,28.0,-0.044477402985074625,0.175543953125,Mid-American,-23.4,64.0,67.0,competitive,-3.6511627906976742,G5,Akron,Central Michigan,home,3,conf_games_2_4,401416619,2022,7,2022-10-15,Central Michigan,Akron,28.0,21.0,0.175543953125,-0.044477402985074625,Mid-American,-14.0,67.0,64.0,competitive,1.7073170731707317,G5,Akron,Central Michigan,away,3,conf_games_2_4,401416619,2022,7,2022-10-15,Akron,Central Michigan,-7.0,49.0,-0.22002135611007465,0.22002135611007465,-9.399999999999999,G5_vs_G5,G5,conf_games_2_4,-3.0,3.0,131.0,3.0,3.0,131.0,-5.358479863868406,5.358479863868406,-1.9438457175269426,competitive_vs_competitive,1
401416631,2022,9,2022-10-29,Akron,Miami (OH),9.0,27.0,0.006471657534246575,0.03883925,Mid-American,-23.4,60.0,73.0,deficit,-11.48936170212766,G5,Akron,Miami (OH),home,5,conf_games_5_8,401416631,2022,9,2022-10-29,Miami (OH),Akron,27.0,9.0,0.03883925,0.006471657534246575,Mid-American,-12.7,73.0,60.0,comfortable,10.710843373493976,G5,Akron,Miami (OH),away,5,conf_games_5_8,401416631,2022,9,2022-10-29,Akron,Miami (OH),-18.0,36.0,-0.03236759246575342,0.03236759246575342,-10.7,G5_vs_G5,G5,conf_games_5_8,-13.0,13.0,133.0,13.0,13.0,133.0,-22.200205075621636,22.200205075621636,-0.7785183286336839,deficit_vs_comfortable,0
401416637,2022,11,2022-11-09,Akron,Eastern Michigan,28.0,34.0,0.16349049295774648,0.41454714814814814,Mid-American,-23.4,54.0,71.0,competitive,-7.25531914893617,G5,Akron,Eastern Michigan,home,6,conf_games_5_8,401416637,2022,11,2022-11-09,Eastern Michigan,Akron,34.0,28.0,0.41454714814814814,0.16349049295774648,Mid-American,-7.1,71.0,54.0,competitive,3.9178082191780823,G5,Akron,Eastern Michigan,away,6,conf_games_5_8,401416637,2022,11,2022-11-09,Akron,Eastern Michigan,-6.0,62.0,-0.25105665519040166,0.25105665519040166,-16.299999999999997,G5_vs_G5,G5,conf_games_5_8,-17.0,17.0,125.0,17.0,17.0,125.0,-11.173127368114253,11.173127368114253,-3.337510929758088,competitive_vs_competitive,1
401532412,2023,5,2023-09-30,Akron,Buffalo,10.0,13.0,0.05594423076923077,-0.046443842857142856,Mid-American,-21.6,70.0,52.0,competitive,0.3333333333333333,G5,Akron,Buffalo,home,1,conf_game_1,401532412,2023,5,2023-09-30,Buffalo,Akron,13.0,10.0,-0.046443842857142856,0.05594423076923077,Mid-American,-15.2,52.0,70.0,competitive,-2.0930232558139537,G5,Akron,Buffalo,away,1,conf_game_1,401532412,2023,5,2023-09-30,Akron,Buffalo,-3.0,23.0,0.10238807362637362,-0.10238807362637362,-6.400000000000002,G5_vs_G5,G5,conf_game_1,18.0,18.0,122.0,-18.0,18.0,122.0,2.426356589147287,2.426356589147287,-1.7596899224806204,competitive_vs_competitive,1
401532418,2023,6,2023-10-07,Akron,Northern Illinois,14.0,55.0,-0.0470143125,0.8080761052631579,Mid-American,-21.6,38.0,48.0,large_deficit,-21.649484536082475,G5,Akron,Northern Illinois,home,2,conf_games_2_4,401532418,2023,6,2023-10-07,Northern Illinois,Akron,55.0,14.0,0.8080761052631579,-0.0470143125,Mid-American,-7.5,48.0,38.0,dominant,21.56923076923077,G5,Akron,Northern Illinois,away,2,conf_games_2_4,401532418,2023,6,2023-10-07,Akron,Northern Illinois,-41.0,69.0,-0.8550904177631579,0.8550904177631579,-14.100000000000001,G5_vs_G5,G5,conf_games_2_4,-10.0,10.0,86.0,10.0,10.0,86.0,-43.218715305313246,43.218715305313246,-0.08025376685170471,large_deficit_vs_dominant,0
401532436,2023,10,2023-11-01,Akron,Kent State,31.0,27.0,0.2835482105263158,0.2499383,Mid-American,-21.6,60.0,57.0,deficit,-11.647058823529411,G5,Akron,Kent State,home,5,conf_games_5_8,401532436,2023,10,2023-11-01,Kent State,Akron,27.0,31.0,0.2499383,0.2835482105263158,Mid-American,-26.3,57.0,60.0,competitive,8.539473684210526,G5,Akron,Kent State,away,5,conf_games_5_8,401532436,2023,10,2023-11-01,Akron,Kent State,4.0,58.0,0.03360991052631579,-0.03360991052631579,4.699999999999999,G5_vs_G5,G5,conf_games_5_8,3.0,3.0,117.0,-3.0,3.0,117.0,-20.186532507739937,20.186532507739937,-3.1075851393188856,deficit_vs_competitive,0
401532452,2023,13,2023-11-24,Akron,Ohio,14.0,25.0,0.03353141176470588,0.20201127272727273,Mid-American,-21.6,77.0,51.0,competitive,-1.95,G5,Akron,Ohio,home,8,conf_games_5_8,401532452,2023,13,2023-11-24,Ohio,Akron,25.0,14.0,0.20201127272727273,0.03353141176470588,Mid-American,-1.6,51.0,77.0,competitive,1.673913043478261,G5,Akron,Ohio,away,8,conf_games_5_8,401532452,2023,13,2023-11-24,Akron,Ohio,-11.0,39.0,-0.16847986096256684,0.16847986096256684,-20.0,G5_vs_G5,G5,conf_games_5_8,26.0,26.0,128.0,-26.0,26.0,128.0,-3.623913043478261,3.623913043478261,-0.276086956521739,competitive_vs_competitive,1
401644740,2024,6,2024-10-05,Akron,Bowling Green,20.0,27.0,0.12639253703703704,0.13418115942028985,Mid-American,-17.9,69.0,54.0,competitive,-3.579710144927536,G5,Akron,Bowling Green,home,2,conf_games_2_4,401644740,2024,6,2024-10-05,Bowling Green,Akron,27.0,20.0,0.13418115942028985,0.12639253703703704,Mid-American,-1.8,54.0,69.0,competitive,2.223529411764706,G5,Akron,Bowling Green,away,1,conf_game_1,401644740,2024,6,2024-10-05,Akron,Bowling Green,-7.0,47.0,-0.007788622383252813,0.007788622383252813,-16.099999999999998,G5_vs_G5,G5,mixed_trajectory,15.0,15.0,123.0,-15.0,15.0,123.0,-5.803239556692242,5.803239556692242,-1.3561807331628302,competitive_vs_competitive,1
401644752,2024,9,2024-10-26,Akron,Eastern Michigan,25.0,21.0,0.18315256666666666,0.12411743902439025,Mid-American,-17.9,82.0,60.0,competitive,9.139240506329115,G5,Akron,Eastern Michigan,home,4,conf_games_2_4,401644752,2024,9,2024-10-26,Eastern Michigan,Akron,21.0,25.0,0.12411743902439025,0.18315256666666666,Mid-American,-13.3,60.0,82.0,competitive,-8.263157894736842,G5,Akron,Eastern Michigan,away,4,conf_games_2_4,401644752,2024,9,2024-10-26,Akron,Eastern Michigan,4.0,46.0,0.059035127642276405,-0.059035127642276405,-4.599999999999998,G5_vs_G5,G5,conf_games_2_4,22.0,22.0,142.0,-22.0,22.0,142.0,17.40239840106596,17.40239840106596,0.8760826115922722,competitive_vs_competitive,1
401644757,2024,10,2024-11-02,Akron,Buffalo,30.0,41.0,0.16833438356164385,0.1435057042253521,Mid-American,-17.9,71.0,73.0,deficit,-15.364705882352942,G5,Akron,Buffalo,home,5,conf_games_5_8,401644757,2024,10,2024-11-02,Buffalo,Akron,41.0,30.0,0.1435057042253521,0.16833438356164385,Mid-American,-4.0,73.0,71.0,comfortable,11.088888888888889,G5,Akron,Buffalo,away,5,conf_games_5_8,401644757,2024,10,2024-11-02,Akron,Buffalo,-11.0,71.0,0.024828679336291737,-0.024828679336291737,-13.899999999999999,G5_vs_G5,G5,conf_games_5_8,-2.0,2.0,144.0,2.0,2.0,144.0,-26.453594771241832,26.453594771241832,-4.275816993464053,deficit_vs_comfortable,0
401644775,2024,14,2024-11-27,Akron,Toledo,21.0,14.0,0.08808976363636363,0.2306464024390244,Mid-American,-17.9,82.0,55.0,competitive,6.7,G5,Akron,Toledo,home,8,conf_games_5_8,401644775,2024,14,2024-11-27,Toledo,Akron,14.0,21.0,0.2306464024390244,0.08808976363636363,Mid-American,-2.5,55.0,82.0,competitive,-6.1683168316831685,G5,Akron,Toledo,away,8,conf_games_5_8,401644775,2024,14,2024-11-27,Akron,Toledo,7.0,35.0,-0.14255663880266078,0.14255663880266078,-15.399999999999999,G5_vs_G5,G5,conf_games_5_8,27.0,27.0,137.0,-27.0,27.0,137.0,12.868316831683169,12.868316831683169,0.5316831683168317,competitive_vs_competitive,1
