outcome,outcome_col,feature_delta,stratum,n,partial_r,abs_partial_r,p_value,threshold,clears_threshold,direction
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,G5,850,-0.007739951428308639,0.007739951428308639,0.8217243328758583,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,G5,850,0.016387831294115248,0.016387831294115248,0.6332822131230731,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,G5,850,-0.0011913095057491802,0.0011913095057491802,0.9723339179759661,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_20_delta,G5,850,-0.0477362402098432,0.0477362402098432,0.16438217110830444,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_stuff_rate_delta,G5,850,-0.0031718642474372442,0.0031718642474372442,0.9264286342132392,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_line_yards_per_rush_delta,G5,850,-0.040564669465694064,0.040564669465694064,0.23744422147762223,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_pts_per_opportunity_delta,G5,847,-0.023642148436105737,0.023642148436105737,0.4919922350875771,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_std_downs_delta,G5,850,-0.014744230242736748,0.014744230242736748,0.6677374883837436,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_pass_downs_delta,G5,850,0.012779943063314229,0.012779943063314229,0.7098459036836061,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_sack_rate_allowed_delta,G5,850,0.059988746017849856,0.059988746017849856,0.08047128240222681,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_rush_allowed_delta,G5,850,0.012022032174163925,0.012022032174163925,0.7263414632460493,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_pass_allowed_delta,G5,850,-0.026973770270637257,0.026973770270637257,0.43221942326898805,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_std_downs_allowed_delta,G5,850,-0.014991111435680316,0.014991111435680316,0.6625149118874842,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_epa_rush_allowed_delta,G5,850,0.007739951428308639,0.007739951428308639,0.8217243328758583,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_epa_pass_allowed_delta,G5,850,-0.016387831294115248,0.016387831294115248,0.6332822131230731,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_stuff_rate_allowed_delta,G5,850,0.0031718642474372442,0.0031718642474372442,0.9264286342132392,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_10_allowed_delta,G5,850,0.0011913095057491802,0.0011913095057491802,0.9723339179759661,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_20_allowed_delta,G5,850,0.0477362402098432,0.0477362402098432,0.16438217110830444,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_pts_per_opportunity_allowed_delta,G5,847,0.023642148436105737,0.023642148436105737,0.4919922350875771,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_sack_rate_delta,G5,850,-0.059988746017849856,0.059988746017849856,0.08047128240222681,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_rush_delta,ACC,182,0.04714032868918627,0.04714032868918627,0.5274342249521199,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_delta,ACC,182,0.019476764019282257,0.019476764019282257,0.794115411497115,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_std_downs_delta,ACC,182,0.03045765984235278,0.03045765984235278,0.6831562361514798,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_downs_delta,ACC,182,0.01603715527062198,0.01603715527062198,0.8298638303675993,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,ACC,182,-0.10251723121078599,0.10251723121078599,0.16847044737962535,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,ACC,182,0.05413440897118919,0.05413440897118919,0.4679529636730335,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,ACC,182,-0.01041211067533156,0.01041211067533156,0.8890526666387624,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_20_delta,ACC,182,-0.08680453972368604,0.08680453972368604,0.2439422820669938,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_stuff_rate_delta,ACC,182,-0.049013520104718836,0.049013520104718836,0.5111373318885626,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_line_yards_per_rush_delta,ACC,182,0.028429612397997177,0.028429612397997177,0.7032248234753992,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_pts_per_opportunity_delta,ACC,182,0.03041082848000341,0.03041082848000341,0.6836172266553905,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_std_downs_delta,ACC,182,-0.17441074376202975,0.17441074376202975,0.018532897274223994,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_pass_downs_delta,ACC,182,0.04683585526582548,0.04683585526582548,0.5301077762408597,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_sack_rate_allowed_delta,ACC,182,-0.03645862283970859,0.03645862283970859,0.6251055279258534,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_rush_allowed_delta,ACC,182,-0.04714032868918627,0.04714032868918627,0.5274342249521199,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_pass_allowed_delta,ACC,182,-0.019476764019282257,0.019476764019282257,0.794115411497115,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_std_downs_allowed_delta,ACC,182,-0.03045765984235278,0.03045765984235278,0.6831562361514798,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_epa_rush_allowed_delta,ACC,182,0.10251723121078599,0.10251723121078599,0.16847044737962535,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_epa_pass_allowed_delta,ACC,182,-0.05413440897118919,0.05413440897118919,0.4679529636730335,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_stuff_rate_allowed_delta,ACC,182,0.049013520104718836,0.049013520104718836,0.5111373318885626,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_10_allowed_delta,ACC,182,0.01041211067533156,0.01041211067533156,0.8890526666387624,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_20_allowed_delta,ACC,182,0.08680453972368604,0.08680453972368604,0.2439422820669938,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_pts_per_opportunity_allowed_delta,ACC,182,-0.03041082848000341,0.03041082848000341,0.6836172266553905,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_sack_rate_delta,ACC,182,0.03645862283970859,0.03645862283970859,0.6251055279258534,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_rush_delta,American Athletic,160,-0.01255742203954608,0.01255742203954608,0.874771208081481,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_delta,American Athletic,160,-0.0021009089118664143,0.0021009089118664143,0.9789651789857152,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_std_downs_delta,American Athletic,160,0.0552462100440019,0.0552462100440019,0.48776601072230336,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_downs_delta,American Athletic,160,-0.06763962868917722,0.06763962868917722,0.39541038074972235,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,American Athletic,160,-0.024520386265497258,0.024520386265497258,0.7582531838988766,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,American Athletic,160,-0.015435455311310943,0.015435455311310943,0.8463908547816078,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,American Athletic,160,-0.15333344191201664,0.15333344191201664,0.052893733057798854,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_20_delta,American Athletic,160,-0.05177210827232281,0.05177210827232281,0.5155806837292022,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_stuff_rate_delta,American Athletic,160,-0.04953053145349969,0.04953053145349969,0.5339505781606534,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_line_yards_per_rush_delta,American Athletic,160,-0.022757136260005882,0.022757136260005882,0.775155763245182,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_pts_per_opportunity_delta,American Athletic,160,0.037796748774332034,0.037796748774332034,0.6351318051736154,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_std_downs_delta,American Athletic,160,0.0774267144238642,0.0774267144238642,0.33047287587484286,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_pass_downs_delta,American Athletic,160,0.13391264756609922,0.13391264756609922,0.09137148064366067,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_sack_rate_allowed_delta,American Athletic,160,0.08175662728956061,0.08175662728956061,0.3040618835749724,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_rush_allowed_delta,American Athletic,160,0.01255742203954608,0.01255742203954608,0.874771208081481,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_pass_allowed_delta,American Athletic,160,0.0021009089118664143,0.0021009089118664143,0.9789651789857152,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_std_downs_allowed_delta,American Athletic,160,-0.0552462100440019,0.0552462100440019,0.48776601072230336,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_epa_rush_allowed_delta,American Athletic,160,0.024520386265497258,0.024520386265497258,0.7582531838988766,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_epa_pass_allowed_delta,American Athletic,160,0.015435455311310943,0.015435455311310943,0.8463908547816078,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_stuff_rate_allowed_delta,American Athletic,160,0.04953053145349969,0.04953053145349969,0.5339505781606534,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_10_allowed_delta,American Athletic,160,0.15333344191201664,0.15333344191201664,0.052893733057798854,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_20_allowed_delta,American Athletic,160,0.05177210827232281,0.05177210827232281,0.5155806837292022,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_pts_per_opportunity_allowed_delta,American Athletic,160,-0.037796748774332034,0.037796748774332034,0.6351318051736154,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_sack_rate_delta,American Athletic,160,-0.08175662728956061,0.08175662728956061,0.3040618835749724,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_rush_delta,Big 12,183,-0.021957532280287483,0.021957532280287483,0.7679662044932707,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_delta,Big 12,183,0.023076843138047937,0.023076843138047937,0.7565001544089408,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_std_downs_delta,Big 12,183,-0.07887498949968294,0.07887498949968294,0.28853346652966483,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_downs_delta,Big 12,183,0.09804882280498316,0.09804882280498316,0.1866763694411807,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,Big 12,183,0.017828355248233597,0.017828355248233597,0.8106838041633673,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,Big 12,183,0.09426081689484458,0.09426081689484458,0.2043600526020939,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,Big 12,183,0.0880226602793172,0.0880226602793172,0.2360606854981449,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_20_delta,Big 12,183,-0.07566133578218938,0.07566133578218938,0.3086902288923764,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_stuff_rate_delta,Big 12,183,-0.06361945546239911,0.06361945546239911,0.392220161428179,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_line_yards_per_rush_delta,Big 12,183,0.07603626032842843,0.07603626032842843,0.3062921652769123,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_pts_per_opportunity_delta,Big 12,182,0.043823583749194345,0.043823583749194345,0.5569207475008537,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_std_downs_delta,Big 12,183,0.011194252231031435,0.011194252231031435,0.8804489591027445,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_pass_downs_delta,Big 12,183,0.0524196826763592,0.0524196826763592,0.4809682934340448,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_sack_rate_allowed_delta,Big 12,183,0.26178916353223675,0.26178916353223675,0.00034387363625545996,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_rush_allowed_delta,Big 12,183,0.021957532280287483,0.021957532280287483,0.7679662044932707,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_pass_allowed_delta,Big 12,183,-0.023076843138047937,0.023076843138047937,0.7565001544089408,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_std_downs_allowed_delta,Big 12,183,0.07887498949968294,0.07887498949968294,0.28853346652966483,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_epa_rush_allowed_delta,Big 12,183,-0.017828355248233597,0.017828355248233597,0.8106838041633673,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_epa_pass_allowed_delta,Big 12,183,-0.09426081689484458,0.09426081689484458,0.2043600526020939,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_stuff_rate_allowed_delta,Big 12,183,0.06361945546239911,0.06361945546239911,0.392220161428179,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_10_allowed_delta,Big 12,183,-0.0880226602793172,0.0880226602793172,0.2360606854981449,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_20_allowed_delta,Big 12,183,0.07566133578218938,0.07566133578218938,0.3086902288923764,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_pts_per_opportunity_allowed_delta,Big 12,182,-0.043823583749194345,0.043823583749194345,0.5569207475008537,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_sack_rate_delta,Big 12,183,-0.26178916353223675,0.26178916353223675,0.00034387363625545996,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_rush_delta,Big Ten,210,-0.030665872564839068,0.030665872564839068,0.658603400315085,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_delta,Big Ten,210,0.1465767599826111,0.1465767599826111,0.03376221585796466,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_std_downs_delta,Big Ten,210,0.0701873460877517,0.0701873460877517,0.3113997108683056,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_downs_delta,Big Ten,210,0.09270357703275026,0.09270357703275026,0.1808091987810778,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,Big Ten,210,-0.14231528800948465,0.14231528800948465,0.03934745482786433,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,Big Ten,210,0.159040695886697,0.159040695886697,0.02112980248792723,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,Big Ten,210,0.14172932705458813,0.14172932705458813,0.040173174631810075,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_20_delta,Big Ten,210,0.15097070428583384,0.15097070428583384,0.02872303069111571,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_stuff_rate_delta,Big Ten,210,0.06923111672007562,0.06923111672007562,0.3180541381600785,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_line_yards_per_rush_delta,Big Ten,210,0.005993866169489267,0.005993866169489267,0.9311947857212538,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_pts_per_opportunity_delta,Big Ten,207,0.033032342614447166,0.033032342614447166,0.6365672728649509,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_std_downs_delta,Big Ten,210,-0.13388824311735384,0.13388824311735384,0.05269940362015096,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_pass_downs_delta,Big Ten,210,-0.17363157617497155,0.17363157617497155,0.011724976579689388,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_sack_rate_allowed_delta,Big Ten,210,0.07060498380949759,0.07060498380949759,0.3085221670990817,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_rush_allowed_delta,Big Ten,210,0.030665872564839068,0.030665872564839068,0.658603400315085,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_pass_allowed_delta,Big Ten,210,-0.1465767599826111,0.1465767599826111,0.03376221585796466,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_std_downs_allowed_delta,Big Ten,210,-0.0701873460877517,0.0701873460877517,0.3113997108683056,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_epa_rush_allowed_delta,Big Ten,210,0.14231528800948465,0.14231528800948465,0.03934745482786433,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_epa_pass_allowed_delta,Big Ten,210,-0.159040695886697,0.159040695886697,0.02112980248792723,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_stuff_rate_allowed_delta,Big Ten,210,-0.06923111672007562,0.06923111672007562,0.3180541381600785,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_10_allowed_delta,Big Ten,210,-0.14172932705458813,0.14172932705458813,0.040173174631810075,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_20_allowed_delta,Big Ten,210,-0.15097070428583384,0.15097070428583384,0.02872303069111571,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_pts_per_opportunity_allowed_delta,Big Ten,207,-0.033032342614447166,0.033032342614447166,0.6365672728649509,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_sack_rate_delta,Big Ten,210,-0.07060498380949759,0.07060498380949759,0.3085221670990817,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_rush_delta,Conference USA,122,-0.09281585163399925,0.09281585163399925,0.30923539491008756,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_delta,Conference USA,122,0.14605005993110398,0.14605005993110398,0.108452344447968,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_std_downs_delta,Conference USA,122,0.05691814104672936,0.05691814104672936,0.5334721081068006,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_downs_delta,Conference USA,122,0.07533724744110842,0.07533724744110842,0.4095228101827688,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,Conference USA,122,-0.06821629840424841,0.06821629840424841,0.4553127334661692,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,Conference USA,122,0.0518117344453218,0.0518117344453218,0.5708712346622968,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,Conference USA,122,0.037309056740429655,0.037309056740429655,0.6832796868181858,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_20_delta,Conference USA,122,-0.1729917863326586,0.1729917863326586,0.05671788066745301,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_stuff_rate_delta,Conference USA,122,0.0961832733674936,0.0961832733674936,0.2919342166800966,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_line_yards_per_rush_delta,Conference USA,122,-0.04569774017974137,0.04569774017974137,0.6172066604846637,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_pts_per_opportunity_delta,Conference USA,121,-0.021398576032922813,0.021398576032922813,0.8157864747168592,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_std_downs_delta,Conference USA,122,-0.06620032684785605,0.06620032684785605,0.46877457000350026,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_pass_downs_delta,Conference USA,122,0.045856295408090116,0.045856295408090116,0.6159847049124083,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_sack_rate_allowed_delta,Conference USA,122,0.029094860336882612,0.029094860336882612,0.7503921566077366,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_rush_allowed_delta,Conference USA,122,0.09281585163399925,0.09281585163399925,0.30923539491008756,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_pass_allowed_delta,Conference USA,122,-0.14605005993110398,0.14605005993110398,0.108452344447968,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_std_downs_allowed_delta,Conference USA,122,-0.05691814104672936,0.05691814104672936,0.5334721081068006,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_epa_rush_allowed_delta,Conference USA,122,0.06821629840424841,0.06821629840424841,0.4553127334661692,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_epa_pass_allowed_delta,Conference USA,122,-0.0518117344453218,0.0518117344453218,0.5708712346622968,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_stuff_rate_allowed_delta,Conference USA,122,-0.0961832733674936,0.0961832733674936,0.2919342166800966,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_10_allowed_delta,Conference USA,122,-0.037309056740429655,0.037309056740429655,0.6832796868181858,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_20_allowed_delta,Conference USA,122,0.1729917863326586,0.1729917863326586,0.05671788066745301,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_pts_per_opportunity_allowed_delta,Conference USA,121,0.021398576032922813,0.021398576032922813,0.8157864747168592,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_sack_rate_delta,Conference USA,122,-0.029094860336882612,0.029094860336882612,0.7503921566077366,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_rush_delta,Mid-American,145,-0.0998894856104893,0.0998894856104893,0.23192670153171013,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_delta,Mid-American,145,-0.09905939415024588,0.09905939415024588,0.23584862193436232,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_std_downs_delta,Mid-American,145,-0.0794788065598187,0.0794788065598187,0.3419738020751128,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_downs_delta,Mid-American,145,-0.11603744104337693,0.11603744104337693,0.16456469260879786,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,Mid-American,145,0.02588170389254176,0.02588170389254176,0.7573128963052944,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,Mid-American,145,0.003877370725921113,0.003877370725921113,0.9630824609843596,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,Mid-American,145,0.020044095341892165,0.020044095341892165,0.810874595698616,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_20_delta,Mid-American,145,0.06490586217820075,0.06490586217820075,0.43797110781068016,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_stuff_rate_delta,Mid-American,145,-0.009275533816116004,0.009275533816116004,0.911832127996636,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_line_yards_per_rush_delta,Mid-American,145,-0.059618679858452255,0.059618679858452255,0.47626390317585704,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,off_pts_per_opportunity_delta,Mid-American,145,-0.017466812138496705,0.017466812138496705,0.834820025420628,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_std_downs_delta,Mid-American,145,-0.17176544872121458,0.17176544872121458,0.0388466568352981,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,rush_rate_pass_downs_delta,Mid-American,145,-0.12211887133302651,0.12211887133302651,0.1433959570573882,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_sack_rate_allowed_delta,Mid-American,145,0.17499967785647574,0.17499967785647574,0.035264239435948884,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_rush_allowed_delta,Mid-American,145,0.0998894856104893,0.0998894856104893,0.23192670153171013,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_pass_allowed_delta,Mid-American,145,0.09905939415024588,0.09905939415024588,0.23584862193436232,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,def_success_rate_std_downs_allowed_delta,Mid-American,145,0.0794788065598187,0.0794788065598187,0.3419738020751128,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_epa_rush_allowed_delta,Mid-American,145,-0.02588170389254176,0.02588170389254176,0.7573128963052944,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_epa_pass_allowed_delta,Mid-American,145,-0.003877370725921113,0.003877370725921113,0.9630824609843596,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_stuff_rate_allowed_delta,Mid-American,145,0.009275533816116004,0.009275533816116004,0.911832127996636,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_10_allowed_delta,Mid-American,145,-0.020044095341892165,0.020044095341892165,0.810874595698616,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_explosive_rate_20_allowed_delta,Mid-American,145,-0.06490586217820075,0.06490586217820075,0.43797110781068016,0.08,False,negative
moneyline_abs_margin_variance,abs_spread_residual,def_pts_per_opportunity_allowed_delta,Mid-American,145,0.017466812138496705,0.017466812138496705,0.834820025420628,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,def_sack_rate_delta,Mid-American,145,-0.17499967785647574,0.17499967785647574,0.035264239435948884,0.08,True,negative
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_rush_delta,Mountain West,141,0.16321770628496718,0.16321770628496718,0.05313289678974606,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_delta,Mountain West,141,0.009533238690202797,0.009533238690202797,0.9106681505066483,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_std_downs_delta,Mountain West,141,0.08827247094817911,0.08827247094817911,0.2979310214919673,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_success_rate_pass_downs_delta,Mountain West,141,0.22224998122110085,0.22224998122110085,0.008077966281723293,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_rush_delta,Mountain West,141,0.12024178350504183,0.12024178350504183,0.1555376046050272,0.08,True,positive
moneyline_abs_margin_variance,abs_spread_residual,off_epa_pass_delta,Mountain West,141,0.0019661440061641416,0.0019661440061641416,0.9815395044855331,0.08,False,positive
moneyline_abs_margin_variance,abs_spread_residual,off_explosive_rate_10_delta,Mountain West,141,-0.012798949011065049,0.012798949011065049,0.8802656980510122,0.08,False,negative
