outcome,outcome_col,feature_delta,stratum,n,partial_r,abs_partial_r,p_value,threshold,clears_threshold,direction,trajectory_bucket
spread,point_differential,off_success_rate_rush_delta,Full,186,0.003431480961251622,0.003431480961251622,0.9629246382503696,0.08,False,positive,conf_game_1
spread,point_differential,off_success_rate_pass_delta,Full,186,0.13683559151329966,0.13683559151329966,0.06254983731291451,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,Full,186,-0.023743442560635743,0.023743442560635743,0.7476952888307443,0.08,False,negative,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,Full,186,0.08921122642115042,0.08921122642115042,0.22593646550495086,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_rush_delta,Full,186,-0.007320911275214455,0.007320911275214455,0.9210015729226492,0.08,False,negative,conf_game_1
spread,point_differential,off_epa_pass_delta,Full,186,0.16244807134390477,0.16244807134390477,0.026739698973234936,0.08,True,positive,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,Full,186,-0.07524123553784601,0.07524123553784601,0.3074043462272641,0.08,False,negative,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,Full,186,-0.08801065546134246,0.08801065546134246,0.23226948420530655,0.08,True,negative,conf_game_1
spread,point_differential,off_stuff_rate_delta,Full,186,0.08586441718518445,0.08586441718518445,0.24390014608127222,0.08,True,positive,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,Full,186,-0.1388741744435316,0.1388741744435316,0.05870532048633348,0.08,True,negative,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,Full,185,0.28350045917997774,0.28350045917997774,9.213486556826476e-05,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,Full,186,0.2965140234296225,0.2965140234296225,3.966005135048728e-05,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,Full,186,0.21520097766569102,0.21520097766569102,0.003179736655374516,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,Full,186,0.019607199620962062,0.019607199620962062,0.790524624157367,0.08,False,positive,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,Full,186,-0.003431480961251622,0.003431480961251622,0.9629246382503696,0.08,False,negative,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,Full,186,-0.13683559151329966,0.13683559151329966,0.06254983731291451,0.08,True,negative,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,Full,186,0.023743442560635743,0.023743442560635743,0.7476952888307443,0.08,False,positive,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,Full,186,0.007320911275214455,0.007320911275214455,0.9210015729226492,0.08,False,positive,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,Full,186,-0.16244807134390477,0.16244807134390477,0.026739698973234936,0.08,True,negative,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,Full,186,-0.08586441718518445,0.08586441718518445,0.24390014608127222,0.08,True,negative,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,Full,186,0.07524123553784601,0.07524123553784601,0.3074043462272641,0.08,False,positive,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,Full,186,0.08801065546134246,0.08801065546134246,0.23226948420530655,0.08,True,positive,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,Full,185,-0.28350045917997774,0.28350045917997774,9.213486556826476e-05,0.08,True,negative,conf_game_1
spread,point_differential,def_sack_rate_delta,Full,186,-0.019607199620962062,0.019607199620962062,0.790524624157367,0.08,False,negative,conf_game_1
spread,point_differential,off_success_rate_rush_delta,P4,90,-0.197984740314482,0.197984740314482,0.06140678954430916,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_pass_delta,P4,90,-0.049064989916389724,0.049064989916389724,0.6460607158556371,0.08,False,negative,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,P4,90,-0.23863845455961052,0.23863845455961052,0.023505999048385167,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,P4,90,-0.012603439868008298,0.012603439868008298,0.9061468665348683,0.08,False,negative,conf_game_1
spread,point_differential,off_epa_rush_delta,P4,90,-0.10870929137549466,0.10870929137549466,0.307767726622667,0.08,True,negative,conf_game_1
spread,point_differential,off_epa_pass_delta,P4,90,0.05181985306749798,0.05181985306749798,0.6276334336886646,0.08,False,positive,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,P4,90,-0.10465105815526725,0.10465105815526725,0.3262832151883996,0.08,True,negative,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,P4,90,-0.051299984190979364,0.051299984190979364,0.6310938617346616,0.08,False,negative,conf_game_1
spread,point_differential,off_stuff_rate_delta,P4,90,0.2745270078810509,0.2745270078810509,0.00883172142005954,0.08,True,positive,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,P4,90,-0.3171576158571524,0.3171576158571524,0.00232056414550556,0.08,True,negative,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,P4,90,0.32132859394645963,0.32132859394645963,0.0020143194162945844,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,P4,90,0.3149615868785736,0.3149615868785736,0.00249810125112338,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,P4,90,0.27831534759872384,0.27831534759872384,0.007904520434768664,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,P4,90,-0.06445725920751125,0.06445725920751125,0.5461258022188838,0.08,False,negative,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,P4,90,0.197984740314482,0.197984740314482,0.06140678954430916,0.08,True,positive,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,P4,90,0.049064989916389724,0.049064989916389724,0.6460607158556371,0.08,False,positive,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,P4,90,0.23863845455961052,0.23863845455961052,0.023505999048385167,0.08,True,positive,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,P4,90,0.10870929137549466,0.10870929137549466,0.307767726622667,0.08,True,positive,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,P4,90,-0.05181985306749798,0.05181985306749798,0.6276334336886646,0.08,False,negative,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,P4,90,-0.2745270078810509,0.2745270078810509,0.00883172142005954,0.08,True,negative,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,P4,90,0.10465105815526725,0.10465105815526725,0.3262832151883996,0.08,True,positive,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,P4,90,0.051299984190979364,0.051299984190979364,0.6310938617346616,0.08,False,positive,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,P4,90,-0.32132859394645963,0.32132859394645963,0.0020143194162945844,0.08,True,negative,conf_game_1
spread,point_differential,def_sack_rate_delta,P4,90,0.06445725920751125,0.06445725920751125,0.5461258022188838,0.08,False,positive,conf_game_1
spread,point_differential,off_success_rate_rush_delta,G5,96,0.21343456167146976,0.21343456167146976,0.03680208490832252,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_pass_delta,G5,96,0.28342322599052294,0.28342322599052294,0.005138612970067375,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,G5,96,0.21882153714779584,0.21882153714779584,0.03219749975770872,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,G5,96,0.19862224165025366,0.19862224165025366,0.05238273463714825,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_rush_delta,G5,96,0.06498247385727945,0.06498247385727945,0.5293355920531142,0.08,False,positive,conf_game_1
spread,point_differential,off_epa_pass_delta,G5,96,0.2448572765555639,0.2448572765555639,0.016199172210322684,0.08,True,positive,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,G5,96,-0.05416230390901179,0.05416230390901179,0.6001997047926741,0.08,False,negative,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,G5,96,-0.12244651703130999,0.12244651703130999,0.23464106534398727,0.08,True,negative,conf_game_1
spread,point_differential,off_stuff_rate_delta,G5,96,-0.10984654018829199,0.10984654018829199,0.2866944160501714,0.08,True,negative,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,G5,96,0.03053930090673493,0.03053930090673493,0.7677096849118314,0.08,False,positive,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,G5,95,0.26235789716508096,0.26235789716508096,0.01021527485293853,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,G5,96,0.2779122593176874,0.2779122593176874,0.0061153562667105935,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,G5,96,0.15729925071305292,0.15729925071305292,0.1258762681979456,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,G5,96,0.09870437673037707,0.09870437673037707,0.3386824431206441,0.08,True,positive,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,G5,96,-0.21343456167146976,0.21343456167146976,0.03680208490832252,0.08,True,negative,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,G5,96,-0.28342322599052294,0.28342322599052294,0.005138612970067375,0.08,True,negative,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,G5,96,-0.21882153714779584,0.21882153714779584,0.03219749975770872,0.08,True,negative,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,G5,96,-0.06498247385727945,0.06498247385727945,0.5293355920531142,0.08,False,negative,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,G5,96,-0.2448572765555639,0.2448572765555639,0.016199172210322684,0.08,True,negative,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,G5,96,0.10984654018829199,0.10984654018829199,0.2866944160501714,0.08,True,positive,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,G5,96,0.05416230390901179,0.05416230390901179,0.6001997047926741,0.08,False,positive,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,G5,96,0.12244651703130999,0.12244651703130999,0.23464106534398727,0.08,True,positive,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,G5,95,-0.26235789716508096,0.26235789716508096,0.01021527485293853,0.08,True,negative,conf_game_1
spread,point_differential,def_sack_rate_delta,G5,96,-0.09870437673037707,0.09870437673037707,0.3386824431206441,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_rush_delta,ACC,25,-0.0003272804602245105,0.0003272804602245105,0.9987611897627872,0.08,False,negative,conf_game_1
spread,point_differential,off_success_rate_pass_delta,ACC,25,-0.06515995891104676,0.06515995891104676,0.7569799806107272,0.08,False,negative,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,ACC,25,-0.24989000811074685,0.24989000811074685,0.22831497853684996,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,ACC,25,0.30585149018356583,0.30585149018356583,0.13705092961663046,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_rush_delta,ACC,25,0.09154983956391968,0.09154983956391968,0.6633953836366383,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_pass_delta,ACC,25,-0.10956682927081536,0.10956682927081536,0.6021151511698414,0.08,True,negative,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,ACC,25,-0.0639743725040453,0.0639743725040453,0.7612750204598949,0.08,False,negative,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,ACC,25,0.17477944261284864,0.17477944261284864,0.40337034703806296,0.08,True,positive,conf_game_1
spread,point_differential,off_stuff_rate_delta,ACC,25,0.2100606466837957,0.2100606466837957,0.313534184739402,0.08,True,positive,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,ACC,25,-0.2208383612290606,0.2208383612290606,0.28876765256971176,0.08,True,negative,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,ACC,25,0.1446339268590198,0.1446339268590198,0.49032837401758844,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,ACC,25,0.3365561255276823,0.3365561255276823,0.09996506052745996,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,ACC,25,0.20655304383037562,0.20655304383037562,0.32186721446158606,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,ACC,25,-0.002860315489032858,0.002860315489032858,0.9891735425538695,0.08,False,negative,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,ACC,25,0.0003272804602245105,0.0003272804602245105,0.9987611897627872,0.08,False,positive,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,ACC,25,0.06515995891104676,0.06515995891104676,0.7569799806107272,0.08,False,positive,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,ACC,25,0.24989000811074685,0.24989000811074685,0.22831497853684996,0.08,True,positive,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,ACC,25,-0.09154983956391968,0.09154983956391968,0.6633953836366383,0.08,True,negative,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,ACC,25,0.10956682927081536,0.10956682927081536,0.6021151511698414,0.08,True,positive,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,ACC,25,-0.2100606466837957,0.2100606466837957,0.313534184739402,0.08,True,negative,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,ACC,25,0.0639743725040453,0.0639743725040453,0.7612750204598949,0.08,False,positive,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,ACC,25,-0.17477944261284864,0.17477944261284864,0.40337034703806296,0.08,True,negative,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,ACC,25,-0.1446339268590198,0.1446339268590198,0.49032837401758844,0.08,True,negative,conf_game_1
spread,point_differential,def_sack_rate_delta,ACC,25,0.002860315489032858,0.002860315489032858,0.9891735425538695,0.08,False,positive,conf_game_1
spread,point_differential,off_success_rate_rush_delta,American Athletic,18,0.41088745184255815,0.41088745184255815,0.09029225923658206,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_pass_delta,American Athletic,18,0.2596722940294133,0.2596722940294133,0.29806514448459387,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,American Athletic,18,0.3326287349098405,0.3326287349098405,0.17743570979487785,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,American Athletic,18,0.23451651457023692,0.23451651457023692,0.348915950874449,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_rush_delta,American Athletic,18,-0.0076878903963265854,0.0076878903963265854,0.9758472886359153,0.08,False,negative,conf_game_1
spread,point_differential,off_epa_pass_delta,American Athletic,18,0.55782572381658,0.55782572381658,0.01614929534278961,0.08,True,positive,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,American Athletic,18,-0.15405078846641942,0.15405078846641942,0.5416486182175972,0.08,True,negative,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,American Athletic,18,0.20928676264787233,0.20928676264787233,0.4045784384726506,0.08,True,positive,conf_game_1
spread,point_differential,off_stuff_rate_delta,American Athletic,18,-0.25173101977022316,0.25173101977022316,0.3136083534779175,0.08,True,negative,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,American Athletic,18,0.2263134407719427,0.2263134407719427,0.3665092318592395,0.08,True,positive,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,American Athletic,18,0.13426897396621446,0.13426897396621446,0.5952980055077528,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,American Athletic,18,0.4218134437789535,0.4218134437789535,0.08123503523908254,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,American Athletic,18,0.21793490046733918,0.21793490046733918,0.38498315698702434,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,American Athletic,18,0.15468173127795634,0.15468173127795634,0.539974099473181,0.08,True,positive,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,American Athletic,18,-0.41088745184255815,0.41088745184255815,0.09029225923658206,0.08,True,negative,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,American Athletic,18,-0.2596722940294133,0.2596722940294133,0.29806514448459387,0.08,True,negative,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,American Athletic,18,-0.3326287349098405,0.3326287349098405,0.17743570979487785,0.08,True,negative,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,American Athletic,18,0.0076878903963265854,0.0076878903963265854,0.9758472886359153,0.08,False,positive,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,American Athletic,18,-0.55782572381658,0.55782572381658,0.01614929534278961,0.08,True,negative,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,American Athletic,18,0.25173101977022316,0.25173101977022316,0.3136083534779175,0.08,True,positive,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,American Athletic,18,0.15405078846641942,0.15405078846641942,0.5416486182175972,0.08,True,positive,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,American Athletic,18,-0.20928676264787233,0.20928676264787233,0.4045784384726506,0.08,True,negative,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,American Athletic,18,-0.13426897396621446,0.13426897396621446,0.5952980055077528,0.08,True,negative,conf_game_1
spread,point_differential,def_sack_rate_delta,American Athletic,18,-0.15468173127795634,0.15468173127795634,0.539974099473181,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_rush_delta,Big 12,19,-0.0789945574012595,0.0789945574012595,0.7478649704877911,0.08,False,negative,conf_game_1
spread,point_differential,off_success_rate_pass_delta,Big 12,19,-0.07698231042869907,0.07698231042869907,0.7540964374717275,0.08,False,negative,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,Big 12,19,-0.17156512771780674,0.17156512771780674,0.4824922309926147,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,Big 12,19,0.23425203605642847,0.23425203605642847,0.3344033145091703,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_rush_delta,Big 12,19,0.00629621146761878,0.00629621146761878,0.9795911857564275,0.08,False,positive,conf_game_1
spread,point_differential,off_epa_pass_delta,Big 12,19,0.22779850908866586,0.22779850908866586,0.3482682615560406,0.08,True,positive,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,Big 12,19,0.30264172160460207,0.30264172160460207,0.20788026438079513,0.08,True,positive,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,Big 12,19,-0.19091189219032978,0.19091189219032978,0.433678306844352,0.08,True,negative,conf_game_1
spread,point_differential,off_stuff_rate_delta,Big 12,19,0.34663040012571245,0.34663040012571245,0.14598008109799906,0.08,True,positive,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,Big 12,19,-0.21580216968606047,0.21580216968606047,0.3749062477728551,0.08,True,negative,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,Big 12,19,0.7032127007672945,0.7032127007672945,0.0007830082984010612,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,Big 12,19,0.29006453229553353,0.29006453229553353,0.22834294655986062,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,Big 12,19,0.22891494188093647,0.22891494188093647,0.3458462728462704,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,Big 12,19,0.14643217896484995,0.14643217896484995,0.5497133190765372,0.08,True,positive,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,Big 12,19,0.0789945574012595,0.0789945574012595,0.7478649704877911,0.08,False,positive,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,Big 12,19,0.07698231042869907,0.07698231042869907,0.7540964374717275,0.08,False,positive,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,Big 12,19,0.17156512771780674,0.17156512771780674,0.4824922309926147,0.08,True,positive,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,Big 12,19,-0.00629621146761878,0.00629621146761878,0.9795911857564275,0.08,False,negative,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,Big 12,19,-0.22779850908866586,0.22779850908866586,0.3482682615560406,0.08,True,negative,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,Big 12,19,-0.34663040012571245,0.34663040012571245,0.14598008109799906,0.08,True,negative,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,Big 12,19,-0.30264172160460207,0.30264172160460207,0.20788026438079513,0.08,True,negative,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,Big 12,19,0.19091189219032978,0.19091189219032978,0.433678306844352,0.08,True,positive,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,Big 12,19,-0.7032127007672945,0.7032127007672945,0.0007830082984010612,0.08,True,negative,conf_game_1
spread,point_differential,def_sack_rate_delta,Big 12,19,-0.14643217896484995,0.14643217896484995,0.5497133190765372,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_rush_delta,Big Ten,23,-0.37915731221826404,0.37915731221826404,0.0743785400061422,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_pass_delta,Big Ten,23,-0.26734642858250435,0.26734642858250435,0.21748345549994977,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,Big Ten,23,-0.3501393645590517,0.3501393645590517,0.10144402400574798,0.08,True,negative,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,Big Ten,23,-0.16471390039025716,0.16471390039025716,0.4526283168659835,0.08,True,negative,conf_game_1
spread,point_differential,off_epa_rush_delta,Big Ten,23,-0.2668539837286471,0.2668539837286471,0.21836423448993228,0.08,True,negative,conf_game_1
spread,point_differential,off_epa_pass_delta,Big Ten,23,-0.0945915348350569,0.0945915348350569,0.6676963723699656,0.08,True,negative,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,Big Ten,23,-0.43630980453682605,0.43630980453682605,0.037398039075567324,0.08,True,negative,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,Big Ten,23,-0.12173813585314971,0.12173813585314971,0.5800291404889433,0.08,True,negative,conf_game_1
spread,point_differential,off_stuff_rate_delta,Big Ten,23,0.09983618835285861,0.09983618835285861,0.6503817157681466,0.08,True,positive,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,Big Ten,23,-0.40254230868549595,0.40254230868549595,0.056867153078568905,0.08,True,negative,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,Big Ten,23,0.15123069987118576,0.15123069987118576,0.490943551080178,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,Big Ten,23,0.2581120445654427,0.2581120445654427,0.2343957088257787,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,Big Ten,23,0.4457493223237604,0.4457493223237604,0.03302749201421461,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,Big Ten,23,-0.3829938007502737,0.3829938007502737,0.0712564187426647,0.08,True,negative,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,Big Ten,23,0.37915731221826404,0.37915731221826404,0.0743785400061422,0.08,True,positive,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,Big Ten,23,0.26734642858250435,0.26734642858250435,0.21748345549994977,0.08,True,positive,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,Big Ten,23,0.3501393645590517,0.3501393645590517,0.10144402400574798,0.08,True,positive,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,Big Ten,23,0.2668539837286471,0.2668539837286471,0.21836423448993228,0.08,True,positive,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,Big Ten,23,0.0945915348350569,0.0945915348350569,0.6676963723699656,0.08,True,positive,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,Big Ten,23,-0.09983618835285861,0.09983618835285861,0.6503817157681466,0.08,True,negative,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,Big Ten,23,0.43630980453682605,0.43630980453682605,0.037398039075567324,0.08,True,positive,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,Big Ten,23,0.12173813585314971,0.12173813585314971,0.5800291404889433,0.08,True,positive,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,Big Ten,23,-0.15123069987118576,0.15123069987118576,0.490943551080178,0.08,True,negative,conf_game_1
spread,point_differential,def_sack_rate_delta,Big Ten,23,0.3829938007502737,0.3829938007502737,0.0712564187426647,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_rush_delta,Conference USA,15,0.515113151318834,0.515113151318834,0.04940954034219057,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_pass_delta,Conference USA,15,0.03295098015138254,0.03295098015138254,0.9071947918039673,0.08,False,positive,conf_game_1
spread,point_differential,off_success_rate_std_downs_delta,Conference USA,15,0.2526968217977163,0.2526968217977163,0.3635308578244612,0.08,True,positive,conf_game_1
spread,point_differential,off_success_rate_pass_downs_delta,Conference USA,15,0.6109115738406536,0.6109115738406536,0.015550145131289269,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_rush_delta,Conference USA,15,0.13150764136913667,0.13150764136913667,0.6403720720010232,0.08,True,positive,conf_game_1
spread,point_differential,off_epa_pass_delta,Conference USA,15,0.06990823430117324,0.06990823430117324,0.8044699528647604,0.08,False,positive,conf_game_1
spread,point_differential,off_explosive_rate_10_delta,Conference USA,15,0.10927639388339887,0.10927639388339887,0.6982577001957673,0.08,True,positive,conf_game_1
spread,point_differential,off_explosive_rate_20_delta,Conference USA,15,-0.09952665887112158,0.09952665887112158,0.7241616246988424,0.08,True,negative,conf_game_1
spread,point_differential,off_stuff_rate_delta,Conference USA,15,0.0789062462509544,0.0789062462509544,0.7798414459048075,0.08,False,positive,conf_game_1
spread,point_differential,off_line_yards_per_rush_delta,Conference USA,15,-0.017652553438170765,0.017652553438170765,0.9502116699247387,0.08,False,negative,conf_game_1
spread,point_differential,off_pts_per_opportunity_delta,Conference USA,14,0.714889784276472,0.714889784276472,0.004058516509821286,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_std_downs_delta,Conference USA,15,0.33985081932082206,0.33985081932082206,0.2152159870168496,0.08,True,positive,conf_game_1
spread,point_differential,rush_rate_pass_downs_delta,Conference USA,15,0.1669748585395823,0.1669748585395823,0.5519850260677627,0.08,True,positive,conf_game_1
spread,point_differential,off_sack_rate_allowed_delta,Conference USA,15,0.29606033774064255,0.29606033774064255,0.28398246041418135,0.08,True,positive,conf_game_1
spread,point_differential,def_success_rate_rush_allowed_delta,Conference USA,15,-0.515113151318834,0.515113151318834,0.04940954034219057,0.08,True,negative,conf_game_1
spread,point_differential,def_success_rate_pass_allowed_delta,Conference USA,15,-0.03295098015138254,0.03295098015138254,0.9071947918039673,0.08,False,negative,conf_game_1
spread,point_differential,def_success_rate_std_downs_allowed_delta,Conference USA,15,-0.2526968217977163,0.2526968217977163,0.3635308578244612,0.08,True,negative,conf_game_1
spread,point_differential,def_epa_rush_allowed_delta,Conference USA,15,-0.13150764136913667,0.13150764136913667,0.6403720720010232,0.08,True,negative,conf_game_1
spread,point_differential,def_epa_pass_allowed_delta,Conference USA,15,-0.06990823430117324,0.06990823430117324,0.8044699528647604,0.08,False,negative,conf_game_1
spread,point_differential,def_stuff_rate_allowed_delta,Conference USA,15,-0.0789062462509544,0.0789062462509544,0.7798414459048075,0.08,False,negative,conf_game_1
spread,point_differential,def_explosive_rate_10_allowed_delta,Conference USA,15,-0.10927639388339887,0.10927639388339887,0.6982577001957673,0.08,True,negative,conf_game_1
spread,point_differential,def_explosive_rate_20_allowed_delta,Conference USA,15,0.09952665887112158,0.09952665887112158,0.7241616246988424,0.08,True,positive,conf_game_1
spread,point_differential,def_pts_per_opportunity_allowed_delta,Conference USA,14,-0.714889784276472,0.714889784276472,0.004058516509821286,0.08,True,negative,conf_game_1
